"","P","n","parameter","data_size"
"6092",0.95,10,"fiducial-n",10
"6093",0.95,10,"fiducial-n",10
"6094",0.95,10,"fiducial-n",10
"6095",0.95,10,"fiducial-n",10
"6096",0.95,10,"fiducial-n",10
"6097",0.95,10,"fiducial-n",10
"6098",0.95,10,"fiducial-n",10
"6099",0.95,10,"fiducial-n",10
"6100",0.95,10,"fiducial-n",10
"6101",0.95,10,"fiducial-n",10
"6102",0.95,10,"bayesian-n",10
"6103",0.95,10,"bayesian-n",10
"6104",0.95,10,"bayesian-n",10
"6105",0.95,10,"bayesian-n",10
"6106",0.95,10,"bayesian-n",10
"6107",0.95,10,"bayesian-n",10
"6108",0.95,10,"bayesian-n",10
"6109",0.95,10,"bayesian-n",10
"6110",0.95,10,"bayesian-n",10
"6111",0.95,10,"bayesian-n",10
"6112",0.95,10,"bayesian-n",10
"6113",0.95,10,"bayesian-n",10
"6114",0.95,10,"bayesian-n",10
"6115",0.95,10,"bayesian-n",10
"6116",0.95,10,"bayesian-n",10
"6117",0.95,10,"bayesian-n",10
"6118",0.95,10,"bayesian-n",10
"6119",0.95,10,"bayesian-n",10
"6120",0.95,10,"bayesian-n",10
"6121",0.95,10,"bayesian-n",10
"6122",0.95,10,"bayesian-n",10
"6123",0.95,10,"bayesian-n",10
"6124",0.95,10,"bayesian-n",10
"6125",0.95,10,"bayesian-n",10
"6126",0.95,10,"bayesian-n",10
"6127",0.95,10,"bayesian-n",10
"6128",0.95,10,"bayesian-n",10
"6129",0.95,10,"bayesian-n",10
"6130",0.95,10,"bayesian-n",10
"6131",0.95,10,"bayesian-n",10
"6132",0.95,10,"bayesian-n",10
"6133",0.95,10,"bayesian-n",10
"6134",0.95,10,"bayesian-n",10
"6135",0.95,10,"bayesian-n",10
"6136",0.95,10,"bayesian-n",10
"6137",0.95,10,"bayesian-n",10
"6138",0.95,10,"bayesian-n",10
"6139",0.95,10,"bayesian-n",10
"6140",0.95,10,"bayesian-n",10
"6141",0.95,10,"bayesian-n",10
"6142",0.95,10,"bayesian-n",10
"6143",0.95,10,"bayesian-n",10
"6144",0.95,10,"bayesian-n",10
"6145",0.95,10,"bayesian-n",10
"6146",0.95,10,"bayesian-n",10
"6147",0.95,10,"bayesian-n",10
"6148",0.95,10,"bayesian-n",10
"6149",0.95,10,"bayesian-n",10
"6150",0.95,10,"bayesian-n",10
"6151",0.95,10,"bayesian-n",10
"6152",0.95,10,"bayesian-n",10
"6153",0.95,10,"bayesian-n",10
"6154",0.95,10,"bayesian-n",10
"6155",0.95,10,"bayesian-n",10
"6156",0.95,10,"bayesian-n",10
"6157",0.95,10,"bayesian-n",10
"6158",0.95,10,"bayesian-n",10
"6159",0.95,10,"bayesian-n",10
"6160",0.95,10,"bayesian-n",10
"6161",0.95,10,"bayesian-n",10
"6162",0.95,10,"bayesian-n",10
"6163",0.95,10,"bayesian-n",10
"6164",0.95,10,"bayesian-n",10
"6165",0.95,10,"bayesian-n",10
"6166",0.95,10,"bayesian-n",10
"6167",0.95,10,"bayesian-n",10
"6168",0.95,10,"bayesian-n",10
"6169",0.95,10,"bayesian-n",10
"6170",0.95,10,"bayesian-n",10
"6171",0.95,10,"bayesian-n",10
"6172",0.95,10,"bayesian-n",10
"6173",0.95,10,"bayesian-n",10
"6174",0.95,10,"bayesian-n",10
"6175",0.95,10,"bayesian-n",10
"6176",0.95,10,"bayesian-n",10
"6177",0.95,10,"bayesian-n",10
"6178",0.95,10,"bayesian-n",10
"6179",0.95,10,"bayesian-n",10
"6180",0.95,10,"bayesian-n",10
"6181",0.95,10,"bayesian-n",10
"6182",0.95,10,"bayesian-n",10
"6183",0.95,10,"bayesian-n",10
"6184",0.95,10,"bayesian-n",10
"6185",0.95,10,"bayesian-n",10
"6186",0.95,10,"bayesian-n",10
"6187",0.95,10,"bayesian-n",10
"6188",0.95,10,"bayesian-n",10
"6189",0.95,10,"bayesian-n",10
"6190",0.95,10,"bayesian-n",10
"6191",0.95,10,"bayesian-n",10
"6192",0.95,10,"bayesian-n",10
"6193",0.95,10,"bayesian-n",10
"6194",0.95,10,"bayesian-n",10
"6195",0.95,10,"bayesian-n",10
"6196",0.95,10,"bayesian-n",10
"6197",0.95,10,"bayesian-n",10
"6198",0.95,10,"bayesian-n",10
"6199",0.95,10,"bayesian-n",10
"6200",0.95,10,"bayesian-n",10
"6201",0.95,10,"bayesian-n",10
"6202",0.95,10,"fiducial-n",50
"6203",0.95,10,"fiducial-n",50
"6204",0.95,10,"fiducial-n",50
"6205",0.95,10,"fiducial-n",50
"6206",0.95,10,"fiducial-n",50
"6207",0.95,10,"fiducial-n",50
"6208",0.95,10,"fiducial-n",50
"6209",0.95,10,"fiducial-n",50
"6210",0.95,10,"fiducial-n",50
"6211",0.95,10,"fiducial-n",50
"6212",0.95,10,"fiducial-n",50
"6213",0.95,10,"fiducial-n",50
"6214",0.95,10,"fiducial-n",50
"6215",0.95,10,"fiducial-n",50
"6216",0.95,10,"fiducial-n",50
"6217",0.95,10,"fiducial-n",50
"6218",0.95,10,"fiducial-n",50
"6219",0.95,10,"fiducial-n",50
"6220",0.95,10,"fiducial-n",50
"6221",0.95,10,"fiducial-n",50
"6222",0.95,10,"fiducial-n",50
"6223",0.95,10,"fiducial-n",50
"6224",0.95,10,"fiducial-n",50
"6225",0.95,10,"fiducial-n",50
"6226",0.95,10,"fiducial-n",50
"6227",0.95,10,"fiducial-n",50
"6228",0.95,10,"fiducial-n",50
"6229",0.95,10,"fiducial-n",50
"6230",0.95,10,"fiducial-n",50
"6231",0.95,10,"fiducial-n",50
"6232",0.95,10,"fiducial-n",50
"6233",0.95,10,"fiducial-n",50
"6234",0.95,10,"fiducial-n",50
"6235",0.95,10,"fiducial-n",50
"6236",0.95,10,"fiducial-n",50
"6237",0.95,10,"fiducial-n",50
"6238",0.95,10,"fiducial-n",50
"6239",0.95,10,"fiducial-n",50
"6240",0.95,10,"fiducial-n",50
"6241",0.95,10,"fiducial-n",50
"6242",0.95,10,"fiducial-n",50
"6243",0.95,10,"fiducial-n",50
"6244",0.95,10,"fiducial-n",50
"6245",0.95,10,"fiducial-n",50
"6246",0.95,10,"fiducial-n",50
"6247",0.95,10,"fiducial-n",50
"6248",0.95,10,"fiducial-n",50
"6249",0.95,10,"fiducial-n",50
"6250",0.95,10,"fiducial-n",50
"6251",0.95,10,"fiducial-n",50
"6252",0.95,10,"fiducial-n",50
"6253",0.95,10,"fiducial-n",50
"6254",0.95,10,"fiducial-n",50
"6255",0.95,10,"fiducial-n",50
"6256",0.95,10,"fiducial-n",50
"6257",0.95,10,"fiducial-n",50
"6258",0.95,10,"fiducial-n",50
"6259",0.95,10,"fiducial-n",50
"6260",0.95,10,"fiducial-n",50
"6261",0.95,10,"fiducial-n",50
"6262",0.95,10,"fiducial-n",50
"6263",0.95,10,"fiducial-n",50
"6264",0.95,10,"fiducial-n",50
"6265",0.95,10,"fiducial-n",50
"6266",0.95,10,"fiducial-n",50
"6267",0.95,10,"fiducial-n",50
"6268",0.95,10,"fiducial-n",50
"6269",0.95,10,"fiducial-n",50
"6270",0.95,10,"fiducial-n",50
"6271",0.95,10,"fiducial-n",50
"6272",0.95,10,"fiducial-n",50
"6273",0.95,10,"fiducial-n",50
"6274",0.95,10,"fiducial-n",50
"6275",0.95,10,"fiducial-n",50
"6276",0.95,10,"fiducial-n",50
"6277",0.95,10,"fiducial-n",50
"6278",0.95,10,"fiducial-n",50
"6279",0.95,10,"fiducial-n",50
"6280",0.95,10,"fiducial-n",50
"6281",0.95,10,"fiducial-n",50
"6282",0.95,10,"fiducial-n",50
"6283",0.95,10,"fiducial-n",50
"6284",0.95,10,"fiducial-n",50
"6285",0.95,10,"fiducial-n",50
"6286",0.95,10,"fiducial-n",50
"6287",0.95,10,"fiducial-n",50
"6288",0.95,10,"fiducial-n",50
"6289",0.95,10,"fiducial-n",50
"6290",0.95,10,"fiducial-n",50
"6291",0.95,10,"fiducial-n",50
"6292",0.95,10,"fiducial-n",50
"6293",0.95,10,"fiducial-n",50
"6294",0.95,10,"fiducial-n",50
"6295",0.95,10,"fiducial-n",50
"6296",0.95,10,"fiducial-n",50
"6297",0.95,10,"fiducial-n",50
"6298",0.95,10,"fiducial-n",50
"6299",0.95,10,"fiducial-n",50
"6300",0.95,10,"fiducial-n",50
"6301",0.95,10,"fiducial-n",50
"6302",0.95,10,"bayesian-n",50
"6303",0.95,10,"bayesian-n",50
"6304",0.95,10,"bayesian-n",50
"6305",0.95,10,"bayesian-n",50
"6306",0.95,10,"bayesian-n",50
"6307",0.95,10,"bayesian-n",50
"6308",0.95,10,"bayesian-n",50
"6309",0.95,10,"bayesian-n",50
"6310",0.95,10,"bayesian-n",50
"6311",0.95,10,"bayesian-n",50
"6312",0.95,10,"bayesian-n",50
"6313",0.95,10,"bayesian-n",50
"6314",0.95,10,"bayesian-n",50
"6315",0.95,10,"bayesian-n",50
"6316",0.95,10,"bayesian-n",50
"6317",0.95,10,"bayesian-n",50
"6318",0.95,10,"bayesian-n",50
"6319",0.95,10,"bayesian-n",50
"6320",0.95,10,"bayesian-n",50
"6321",0.95,10,"bayesian-n",50
"6322",0.95,10,"bayesian-n",50
"6323",0.95,10,"bayesian-n",50
"6324",0.95,10,"bayesian-n",50
"6325",0.95,10,"bayesian-n",50
"6326",0.95,10,"bayesian-n",50
"6327",0.95,10,"bayesian-n",50
"6328",0.95,10,"bayesian-n",50
"6329",0.95,10,"bayesian-n",50
"6330",0.95,10,"bayesian-n",50
"6331",0.95,10,"bayesian-n",50
"6332",0.95,10,"bayesian-n",50
"6333",0.95,10,"bayesian-n",50
"6334",0.95,10,"bayesian-n",50
"6335",0.95,10,"bayesian-n",50
"6336",0.95,10,"bayesian-n",50
"6337",0.95,10,"bayesian-n",50
"6338",0.95,10,"bayesian-n",50
"6339",0.95,10,"bayesian-n",50
"6340",0.95,10,"bayesian-n",50
"6341",0.95,10,"bayesian-n",50
"6342",0.95,10,"bayesian-n",50
"6343",0.95,10,"bayesian-n",50
"6344",0.95,10,"bayesian-n",50
"6345",0.95,10,"bayesian-n",50
"6346",0.95,10,"bayesian-n",50
"6347",0.95,10,"bayesian-n",50
"6348",0.95,10,"bayesian-n",50
"6349",0.95,10,"bayesian-n",50
"6350",0.95,10,"bayesian-n",50
"6351",0.95,10,"bayesian-n",50
"6352",0.95,10,"bayesian-n",50
"6353",0.95,10,"bayesian-n",50
"6354",0.95,10,"bayesian-n",50
"6355",0.95,10,"bayesian-n",50
"6356",0.95,10,"bayesian-n",50
"6357",0.95,10,"bayesian-n",50
"6358",0.95,10,"bayesian-n",50
"6359",0.95,10,"bayesian-n",50
"6360",0.95,10,"bayesian-n",50
"6361",0.95,10,"bayesian-n",50
"6362",0.95,10,"bayesian-n",50
"6363",0.95,10,"bayesian-n",50
"6364",0.95,10,"bayesian-n",50
"6365",0.95,10,"bayesian-n",50
"6366",0.95,10,"bayesian-n",50
"6367",0.95,10,"bayesian-n",50
"6368",0.95,10,"bayesian-n",50
"6369",0.95,10,"bayesian-n",50
"6370",0.95,10,"bayesian-n",50
"6371",0.95,10,"bayesian-n",50
"6372",0.95,10,"bayesian-n",50
"6373",0.95,10,"bayesian-n",50
"6374",0.95,10,"bayesian-n",50
"6375",0.95,10,"bayesian-n",50
"6376",0.95,10,"bayesian-n",50
"6377",0.95,10,"bayesian-n",50
"6378",0.95,10,"bayesian-n",50
"6379",0.95,10,"bayesian-n",50
"6380",0.95,10,"bayesian-n",50
"6381",0.95,10,"bayesian-n",50
"6382",0.95,10,"bayesian-n",50
"6383",0.95,10,"bayesian-n",50
"6384",0.95,10,"bayesian-n",50
"6385",0.95,10,"bayesian-n",50
"6386",0.95,10,"bayesian-n",50
"6387",0.95,10,"bayesian-n",50
"6388",0.95,10,"bayesian-n",50
"6389",0.95,10,"bayesian-n",50
"6390",0.95,10,"bayesian-n",50
"6391",0.95,10,"bayesian-n",50
"6392",0.95,10,"bayesian-n",50
"6393",0.95,10,"bayesian-n",50
"6394",0.95,10,"bayesian-n",50
"6395",0.95,10,"bayesian-n",50
"6396",0.95,10,"bayesian-n",50
"6397",0.95,10,"bayesian-n",50
"6398",0.95,10,"bayesian-n",50
"6399",0.95,10,"bayesian-n",50
"6400",0.95,10,"bayesian-n",50
"6401",0.95,10,"bayesian-n",50
"6402",0.95,10,"fiducial-n",100
"6403",0.95,10,"fiducial-n",100
"6404",0.95,10,"fiducial-n",100
"6405",0.95,10,"fiducial-n",100
"6406",0.95,10,"fiducial-n",100
"6407",0.95,10,"fiducial-n",100
"6408",0.95,10,"fiducial-n",100
"6409",0.95,10,"fiducial-n",100
"6410",0.95,10,"fiducial-n",100
"6411",0.95,10,"fiducial-n",100
"6412",0.95,10,"fiducial-n",100
"6413",0.95,10,"fiducial-n",100
"6414",0.95,10,"fiducial-n",100
"6415",0.95,10,"fiducial-n",100
"6416",0.95,10,"fiducial-n",100
"6417",0.95,10,"fiducial-n",100
"6418",0.95,10,"fiducial-n",100
"6419",0.95,10,"fiducial-n",100
"6420",0.95,10,"fiducial-n",100
"6421",0.95,10,"fiducial-n",100
"6422",0.95,10,"fiducial-n",100
"6423",0.95,10,"fiducial-n",100
"6424",0.95,10,"fiducial-n",100
"6425",0.95,10,"fiducial-n",100
"6426",0.95,10,"fiducial-n",100
"6427",0.95,10,"fiducial-n",100
"6428",0.95,10,"fiducial-n",100
"6429",0.95,10,"fiducial-n",100
"6430",0.95,10,"fiducial-n",100
"6431",0.95,10,"fiducial-n",100
"6432",0.95,10,"fiducial-n",100
"6433",0.95,10,"fiducial-n",100
"6434",0.95,10,"fiducial-n",100
"6435",0.95,10,"fiducial-n",100
"6436",0.95,10,"fiducial-n",100
"6437",0.95,10,"fiducial-n",100
"6438",0.95,10,"fiducial-n",100
"6439",0.95,10,"fiducial-n",100
"6440",0.95,10,"fiducial-n",100
"6441",0.95,10,"fiducial-n",100
"6442",0.95,10,"fiducial-n",100
"6443",0.95,10,"fiducial-n",100
"6444",0.95,10,"fiducial-n",100
"6445",0.95,10,"fiducial-n",100
"6446",0.95,10,"fiducial-n",100
"6447",0.95,10,"fiducial-n",100
"6448",0.95,10,"fiducial-n",100
"6449",0.95,10,"fiducial-n",100
"6450",0.95,10,"fiducial-n",100
"6451",0.95,10,"fiducial-n",100
"6452",0.95,10,"fiducial-n",100
"6453",0.95,10,"fiducial-n",100
"6454",0.95,10,"fiducial-n",100
"6455",0.95,10,"fiducial-n",100
"6456",0.95,10,"fiducial-n",100
"6457",0.95,10,"fiducial-n",100
"6458",0.95,10,"fiducial-n",100
"6459",0.95,10,"fiducial-n",100
"6460",0.95,10,"fiducial-n",100
"6461",0.95,10,"fiducial-n",100
"6462",0.95,10,"fiducial-n",100
"6463",0.95,10,"fiducial-n",100
"6464",0.95,10,"fiducial-n",100
"6465",0.95,10,"fiducial-n",100
"6466",0.95,10,"fiducial-n",100
"6467",0.95,10,"fiducial-n",100
"6468",0.95,10,"fiducial-n",100
"6469",0.95,10,"fiducial-n",100
"6470",0.95,10,"fiducial-n",100
"6471",0.95,10,"fiducial-n",100
"6472",0.95,10,"fiducial-n",100
"6473",0.95,10,"fiducial-n",100
"6474",0.95,10,"fiducial-n",100
"6475",0.95,10,"fiducial-n",100
"6476",0.95,10,"fiducial-n",100
"6477",0.95,10,"fiducial-n",100
"6478",0.95,10,"fiducial-n",100
"6479",0.95,10,"fiducial-n",100
"6480",0.95,10,"fiducial-n",100
"6481",0.95,10,"fiducial-n",100
"6482",0.95,10,"fiducial-n",100
"6483",0.95,10,"fiducial-n",100
"6484",0.95,10,"fiducial-n",100
"6485",0.95,10,"fiducial-n",100
"6486",0.95,10,"fiducial-n",100
"6487",0.95,10,"fiducial-n",100
"6488",0.95,10,"fiducial-n",100
"6489",0.95,10,"fiducial-n",100
"6490",0.95,10,"fiducial-n",100
"6491",0.95,10,"fiducial-n",100
"6492",0.95,10,"fiducial-n",100
"6493",0.95,10,"fiducial-n",100
"6494",0.95,10,"fiducial-n",100
"6495",0.95,10,"fiducial-n",100
"6496",0.95,10,"fiducial-n",100
"6497",0.95,10,"fiducial-n",100
"6498",0.95,10,"fiducial-n",100
"6499",0.95,10,"fiducial-n",100
"6500",0.95,10,"fiducial-n",100
"6501",0.95,10,"fiducial-n",100
"6502",0.95,10,"bayesian-n",100
"6503",0.95,10,"bayesian-n",100
"6504",0.95,10,"bayesian-n",100
"6505",0.95,10,"bayesian-n",100
"6506",0.95,10,"bayesian-n",100
"6507",0.95,10,"bayesian-n",100
"6508",0.95,10,"bayesian-n",100
"6509",0.95,10,"bayesian-n",100
"6510",0.95,10,"bayesian-n",100
"6511",0.95,10,"bayesian-n",100
"6512",0.95,10,"bayesian-n",100
"6513",0.95,10,"bayesian-n",100
"6514",0.95,10,"bayesian-n",100
"6515",0.95,10,"bayesian-n",100
"6516",0.95,10,"bayesian-n",100
"6517",0.95,10,"bayesian-n",100
"6518",0.95,10,"bayesian-n",100
"6519",0.95,10,"bayesian-n",100
"6520",0.95,10,"bayesian-n",100
"6521",0.95,10,"bayesian-n",100
"6522",0.95,10,"bayesian-n",100
"6523",0.95,10,"bayesian-n",100
"6524",0.95,10,"bayesian-n",100
"6525",0.95,10,"bayesian-n",100
"6526",0.95,10,"bayesian-n",100
"6527",0.95,10,"bayesian-n",100
"6528",0.95,10,"bayesian-n",100
"6529",0.95,10,"bayesian-n",100
"6530",0.95,10,"bayesian-n",100
"6531",0.95,10,"bayesian-n",100
"6532",0.95,10,"bayesian-n",100
"6533",0.95,10,"bayesian-n",100
"6534",0.95,10,"bayesian-n",100
"6535",0.95,10,"bayesian-n",100
"6536",0.95,10,"bayesian-n",100
"6537",0.95,10,"bayesian-n",100
"6538",0.95,10,"bayesian-n",100
"6539",0.95,10,"bayesian-n",100
"6540",0.95,10,"bayesian-n",100
"6541",0.95,10,"bayesian-n",100
"6542",0.95,10,"bayesian-n",100
"6543",0.95,10,"bayesian-n",100
"6544",0.95,10,"bayesian-n",100
"6545",0.95,10,"bayesian-n",100
"6546",0.95,10,"bayesian-n",100
"6547",0.95,10,"bayesian-n",100
"6548",0.95,10,"bayesian-n",100
"6549",0.95,10,"bayesian-n",100
"6550",0.95,10,"bayesian-n",100
"6551",0.95,10,"bayesian-n",100
"6552",0.95,10,"bayesian-n",100
"6553",0.95,10,"bayesian-n",100
"6554",0.95,10,"bayesian-n",100
"6555",0.95,10,"bayesian-n",100
"6556",0.95,10,"bayesian-n",100
"6557",0.95,10,"bayesian-n",100
"6558",0.95,10,"bayesian-n",100
"6559",0.95,10,"bayesian-n",100
"6560",0.95,10,"bayesian-n",100
"6561",0.95,10,"bayesian-n",100
"6562",0.95,10,"bayesian-n",100
"6563",0.95,10,"bayesian-n",100
"6564",0.95,10,"bayesian-n",100
"6565",0.95,10,"bayesian-n",100
"6566",0.95,10,"bayesian-n",100
"6567",0.95,10,"bayesian-n",100
"6568",0.95,10,"bayesian-n",100
"6569",0.95,10,"bayesian-n",100
"6570",0.95,10,"bayesian-n",100
"6571",0.95,10,"bayesian-n",100
"6572",0.95,10,"bayesian-n",100
"6573",0.95,10,"bayesian-n",100
"6574",0.95,10,"bayesian-n",100
"6575",0.95,10,"bayesian-n",100
"6576",0.95,10,"bayesian-n",100
"6577",0.95,10,"bayesian-n",100
"6578",0.95,10,"bayesian-n",100
"6579",0.95,10,"bayesian-n",100
"6580",0.95,10,"bayesian-n",100
"6581",0.95,10,"bayesian-n",100
"6582",0.95,10,"bayesian-n",100
"6583",0.95,10,"bayesian-n",100
"6584",0.95,10,"bayesian-n",100
"6585",0.95,10,"bayesian-n",100
"6586",0.95,10,"bayesian-n",100
"6587",0.95,10,"bayesian-n",100
"6588",0.95,10,"bayesian-n",100
"6589",0.95,10,"bayesian-n",100
"6590",0.95,10,"bayesian-n",100
"6591",0.95,10,"bayesian-n",100
"6592",0.95,10,"bayesian-n",100
"6593",0.95,10,"bayesian-n",100
"6594",0.95,10,"bayesian-n",100
"6595",0.95,10,"bayesian-n",100
"6596",0.95,10,"bayesian-n",100
"6597",0.95,10,"bayesian-n",100
"6598",0.95,10,"bayesian-n",100
"6599",0.95,10,"bayesian-n",100
"6600",0.95,10,"bayesian-n",100
"6601",0.95,10,"bayesian-n",100
"6602",0.99,10,"fiducial-n",10
"6603",0.99,10,"fiducial-n",10
"6604",0.99,10,"fiducial-n",10
"6605",0.99,10,"fiducial-n",10
"6606",0.99,10,"fiducial-n",10
"6607",0.99,10,"fiducial-n",10
"6608",0.99,10,"fiducial-n",10
"6609",0.99,10,"fiducial-n",10
"6610",0.99,10,"fiducial-n",10
"6611",0.99,10,"fiducial-n",10
"6612",0.99,10,"fiducial-n",10
"6613",0.99,10,"fiducial-n",10
"6614",0.99,10,"fiducial-n",10
"6615",0.99,10,"fiducial-n",10
"6616",0.99,10,"fiducial-n",10
"6617",0.99,10,"fiducial-n",10
"6618",0.99,10,"fiducial-n",10
"6619",0.99,10,"fiducial-n",10
"6620",0.99,10,"fiducial-n",10
"6621",0.99,10,"fiducial-n",10
"6622",0.99,10,"fiducial-n",10
"6623",0.99,10,"fiducial-n",10
"6624",0.99,10,"fiducial-n",10
"6625",0.99,10,"fiducial-n",10
"6626",0.99,10,"fiducial-n",10
"6627",0.99,10,"fiducial-n",10
"6628",0.99,10,"fiducial-n",10
"6629",0.99,10,"fiducial-n",10
"6630",0.99,10,"fiducial-n",10
"6631",0.99,10,"fiducial-n",10
"6632",0.99,10,"fiducial-n",10
"6633",0.99,10,"fiducial-n",10
"6634",0.99,10,"fiducial-n",10
"6635",0.99,10,"fiducial-n",10
"6636",0.99,10,"fiducial-n",10
"6637",0.99,10,"fiducial-n",10
"6638",0.99,10,"fiducial-n",10
"6639",0.99,10,"fiducial-n",10
"6640",0.99,10,"fiducial-n",10
"6641",0.99,10,"fiducial-n",10
"6642",0.99,10,"fiducial-n",10
"6643",0.99,10,"fiducial-n",10
"6644",0.99,10,"fiducial-n",10
"6645",0.99,10,"fiducial-n",10
"6646",0.99,10,"fiducial-n",10
"6647",0.99,10,"fiducial-n",10
"6648",0.99,10,"fiducial-n",10
"6649",0.99,10,"fiducial-n",10
"6650",0.99,10,"fiducial-n",10
"6651",0.99,10,"fiducial-n",10
"6652",0.99,10,"fiducial-n",10
"6653",0.99,10,"fiducial-n",10
"6654",0.99,10,"fiducial-n",10
"6655",0.99,10,"fiducial-n",10
"6656",0.99,10,"fiducial-n",10
"6657",0.99,10,"fiducial-n",10
"6658",0.99,10,"fiducial-n",10
"6659",0.99,10,"fiducial-n",10
"6660",0.99,10,"fiducial-n",10
"6661",0.99,10,"fiducial-n",10
"6662",0.99,10,"fiducial-n",10
"6663",0.99,10,"fiducial-n",10
"6664",0.99,10,"fiducial-n",10
"6665",0.99,10,"fiducial-n",10
"6666",0.99,10,"fiducial-n",10
"6667",0.99,10,"fiducial-n",10
"6668",0.99,10,"fiducial-n",10
"6669",0.99,10,"fiducial-n",10
"6670",0.99,10,"fiducial-n",10
"6671",0.99,10,"fiducial-n",10
"6672",0.99,10,"fiducial-n",10
"6673",0.99,10,"fiducial-n",10
"6674",0.99,10,"fiducial-n",10
"6675",0.99,10,"fiducial-n",10
"6676",0.99,10,"fiducial-n",10
"6677",0.99,10,"fiducial-n",10
"6678",0.99,10,"fiducial-n",10
"6679",0.99,10,"fiducial-n",10
"6680",0.99,10,"fiducial-n",10
"6681",0.99,10,"fiducial-n",10
"6682",0.99,10,"fiducial-n",10
"6683",0.99,10,"fiducial-n",10
"6684",0.99,10,"fiducial-n",10
"6685",0.99,10,"fiducial-n",10
"6686",0.99,10,"fiducial-n",10
"6687",0.99,10,"fiducial-n",10
"6688",0.99,10,"fiducial-n",10
"6689",0.99,10,"fiducial-n",10
"6690",0.99,10,"fiducial-n",10
"6691",0.99,10,"fiducial-n",10
"6692",0.99,10,"fiducial-n",10
"6693",0.99,10,"fiducial-n",10
"6694",0.99,10,"fiducial-n",10
"6695",0.99,10,"fiducial-n",10
"6696",0.99,10,"fiducial-n",10
"6697",0.99,10,"fiducial-n",10
"6698",0.99,10,"fiducial-n",10
"6699",0.99,10,"fiducial-n",10
"6700",0.99,10,"fiducial-n",10
"6701",0.99,10,"fiducial-n",10
"6702",0.99,10,"bayesian-n",10
"6703",0.99,10,"bayesian-n",10
"6704",0.99,10,"bayesian-n",10
"6705",0.99,10,"bayesian-n",10
"6706",0.99,10,"bayesian-n",10
"6707",0.99,10,"bayesian-n",10
"6708",0.99,10,"bayesian-n",10
"6709",0.99,10,"bayesian-n",10
"6710",0.99,10,"bayesian-n",10
"6711",0.99,10,"bayesian-n",10
"6712",0.99,10,"bayesian-n",10
"6713",0.99,10,"bayesian-n",10
"6714",0.99,10,"bayesian-n",10
"6715",0.99,10,"bayesian-n",10
"6716",0.99,10,"bayesian-n",10
"6717",0.99,10,"bayesian-n",10
"6718",0.99,10,"bayesian-n",10
"6719",0.99,10,"bayesian-n",10
"6720",0.99,10,"bayesian-n",10
"6721",0.99,10,"bayesian-n",10
"6722",0.99,10,"bayesian-n",10
"6723",0.99,10,"bayesian-n",10
"6724",0.99,10,"bayesian-n",10
"6725",0.99,10,"bayesian-n",10
"6726",0.99,10,"bayesian-n",10
"6727",0.99,10,"bayesian-n",10
"6728",0.99,10,"bayesian-n",10
"6729",0.99,10,"bayesian-n",10
"6730",0.99,10,"bayesian-n",10
"6731",0.99,10,"bayesian-n",10
"6732",0.99,10,"bayesian-n",10
"6733",0.99,10,"bayesian-n",10
"6734",0.99,10,"bayesian-n",10
"6735",0.99,10,"bayesian-n",10
"6736",0.99,10,"bayesian-n",10
"6737",0.99,10,"bayesian-n",10
"6738",0.99,10,"bayesian-n",10
"6739",0.99,10,"bayesian-n",10
"6740",0.99,10,"bayesian-n",10
"6741",0.99,10,"bayesian-n",10
"6742",0.99,10,"bayesian-n",10
"6743",0.99,10,"bayesian-n",10
"6744",0.99,10,"bayesian-n",10
"6745",0.99,10,"bayesian-n",10
"6746",0.99,10,"bayesian-n",10
"6747",0.99,10,"bayesian-n",10
"6748",0.99,10,"bayesian-n",10
"6749",0.99,10,"bayesian-n",10
"6750",0.99,10,"bayesian-n",10
"6751",0.99,10,"bayesian-n",10
"6752",0.99,10,"bayesian-n",10
"6753",0.99,10,"bayesian-n",10
"6754",0.99,10,"bayesian-n",10
"6755",0.99,10,"bayesian-n",10
"6756",0.99,10,"bayesian-n",10
"6757",0.99,10,"bayesian-n",10
"6758",0.99,10,"bayesian-n",10
"6759",0.99,10,"bayesian-n",10
"6760",0.99,10,"bayesian-n",10
"6761",0.99,10,"bayesian-n",10
"6762",0.99,10,"bayesian-n",10
"6763",0.99,10,"bayesian-n",10
"6764",0.99,10,"bayesian-n",10
"6765",0.99,10,"bayesian-n",10
"6766",0.99,10,"bayesian-n",10
"6767",0.99,10,"bayesian-n",10
"6768",0.99,10,"bayesian-n",10
"6769",0.99,10,"bayesian-n",10
"6770",0.99,10,"bayesian-n",10
"6771",0.99,10,"bayesian-n",10
"6772",0.99,10,"bayesian-n",10
"6773",0.99,10,"bayesian-n",10
"6774",0.99,10,"bayesian-n",10
"6775",0.99,10,"bayesian-n",10
"6776",0.99,10,"bayesian-n",10
"6777",0.99,10,"bayesian-n",10
"6778",0.99,10,"bayesian-n",10
"6779",0.99,10,"bayesian-n",10
"6780",0.99,10,"bayesian-n",10
"6781",0.99,10,"bayesian-n",10
"6782",0.99,10,"bayesian-n",10
"6783",0.99,10,"bayesian-n",10
"6784",0.99,10,"bayesian-n",10
"6785",0.99,10,"bayesian-n",10
"6786",0.99,10,"bayesian-n",10
"6787",0.99,10,"bayesian-n",10
"6788",0.99,10,"bayesian-n",10
"6789",0.99,10,"bayesian-n",10
"6790",0.99,10,"bayesian-n",10
