"","lower_p","upper_p","n_value","iteration_number"
"219",0.651192796951373,0.651200837322708,103,12
"39",0.644838747635835,0.645121079827458,104,12
"44",0.638685097190653,0.638923515722828,105,12
"54",0.632648042846822,0.632722268956672,106,12
"220",0.63834851771494,0.638376158621927,105,13
"223",0.650693452089813,0.650712357382039,103,14
"310",0.644505242174833,0.644593377637622,104,14
"224",0.65764395199223,0.657677269543785,102,15
"225",0.650693452089813,0.65070687682161,103,16
"226",0.663431934928089,0.663699546471982,101,17
"311",0.65700119294835,0.657175085109648,102,17
"45",0.650693452089813,0.650778004511163,103,17
"227",0.670136997757983,0.670431445237993,100,18
"312",0.663455580514872,0.663874213387526,101,18
"228",0.670503172517262,0.670529916896545,100,19
"229",0.670528869051824,0.670658310543169,100,20
"313",0.663552558236747,0.66444066750586,101,20
"46",0.656989465633939,0.65781858857798,102,20
"55",0.650789196885399,0.651328430078016,103,20
"64",0.644762348068132,0.644966220942445,104,20
"230",0.663787618001436,0.663792296685804,101,21
"233",0.6636539876312,0.663717649957858,101,22
"314",0.657223195447471,0.657267810491663,102,22
"234",0.677138320639369,0.677140016129352,99,23
"235",0.683908642744243,0.683971022920409,98,24
"315",0.676822092317412,0.677154844927475,99,24
"236",0.67701513398742,0.677345184531427,99,25
"316",0.670224112178095,0.670373224636123,100,25
"237",0.683844221162483,0.683961987071889,98,26
"317",0.676958845747881,0.677085151594713,99,26
"238",0.676958845747881,0.676961998427623,99,27
"239",0.683780581048466,0.683961987071889,98,28
"318",0.676958845747881,0.677345184531427,99,28
"240",0.695545917286585,0.695696118623211,96,29
"319",0.688319407487245,0.688399461533864,97,29
"243",0.697836103942473,0.697871688574684,96,30
"320",0.690612661254115,0.6908853361072,97,30
"244",0.705917123072276,0.706132295924216,95,31
"321",0.698792000681682,0.698894937352268,96,31
"245",0.713119471172118,0.713174140364086,94,32
"246",0.720760921260294,0.721066084088209,93,33
"247",0.744879287411084,0.744890683101304,90,34
"322",0.736032070314598,0.736841854939264,91,34
"47",0.727863332949422,0.728963557390697,92,34
"56",0.720291432838928,0.721066084088209,93,34
"65",0.712872610388078,0.712993095449724,94,34
"248",0.720291432838928,0.72039292940899,93,35
"249",0.720281889780434,0.72039292940899,93,36
"250",0.72812912189964,0.728292810862297,92,37
"323",0.720260666027121,0.720424913361895,93,37
"48",0.712561348602815,0.712726061908479,94,37
"57",0.705057804400749,0.705092807883463,95,37
"253",0.726851104769557,0.727717752610589,92,38
"254",0.726818933049297,0.726855489371366,92,39
"255",0.726818933049297,0.726855489371366,92,40
"256",0.711447358117629,0.71151000483584,94,41
"257",0.704126494456258,0.704274950328684,95,42
"258",0.696832758418733,0.697010615819323,96,43
"324",0.689360971955475,0.68959366182674,97,43
"259",0.719339485832799,0.719391850346422,93,44
"260",0.719278185264297,0.719391850346422,93,45
"261",0.727149939782563,0.727363793788375,92,46
"325",0.719278185264297,0.719760235841707,93,46
"49",0.711576119998738,0.711824447428222,94,46
"262",0.719412090675731,0.719509509178232,93,47
"326",0.711710395947925,0.711808084810355,94,47
"410",0.704172819143708,0.704270728368174,95,47
"263",0.719412090675731,0.719450923580854,93,48
"264",0.719412090675731,0.719437675124367,93,49
"265",0.720171993484155,0.720222299947995,93,50
"266",0.720280978496532,0.720284102626305,93,51
"267",0.752269899730099,0.752295832052049,89,52
"327",0.743475641399316,0.744405645806033,90,52
"411",0.735420114187212,0.735916439538201,91,52
"268",0.735420114187212,0.735499676893165,91,53
"328",0.727536047615949,0.727665956873746,92,53
"269",0.735463772635247,0.735530758352732,91,54
"270",0.735601408883565,0.735618159957412,91,55
"329",0.727034455701696,0.727219501967641,92,55
"271",0.73504332200675,0.735213182140425,91,56
"330",0.726948072665436,0.72735674704296,92,56
"412",0.719373052521189,0.71963820689438,93,56
"58",0.711951596086249,0.712006779188145,94,56
"272",0.726882767971949,0.727160395932516,92,57
"273",0.734919500291629,0.735045954708482,91,58
"274",0.734919500291629,0.735042783518127,91,59
"275",0.741020444894175,0.741078442045587,91,60
"276",0.75264310676864,0.753060865031178,90,61
"331",0.744471382435596,0.74505399579934,91,61
"277",0.761196544568945,0.761549311880696,89,62
"278",0.752296177635909,0.752659593524111,90,63
"279",0.754088912165941,0.754500024828674,89,64
"332",0.745488613533424,0.746282966332683,90,64
"413",0.737494103224521,0.737802771210182,91,64
"280",0.737602815425908,0.737627734878824,91,65
"281",0.736761811037197,0.736895018654015,91,66
"282",0.744970865817364,0.745046539454336,90,67
"283",0.75376982164471,0.753999540825831,89,68
"284",0.745269304889662,0.745337475733708,90,69
"285",0.752816613079915,0.753235656710667,89,70
"286",0.770439079615877,0.770557798865974,87,71
"287",0.771871116371528,0.771975180207424,87,72
"288",0.770413486511855,0.770724001270601,87,73
"289",0.76190086855612,0.762054641780336,88,74
"290",0.761882301764442,0.762165819519118,88,75
"291",0.761930728293079,0.762083685892836,88,76
"333",0.753373329091184,0.753483098791768,89,76
"292",0.753373329091184,0.753504153728878,89,77
"293",0.753440477183956,0.753630812812177,89,78
"294",0.780256386594934,0.780530714550209,86,79
"295",0.780370214373183,0.780471999511487,86,80
"296",0.779732621527012,0.779910512931851,86,81
"297",0.779732621527012,0.779775907476351,86,82
"298",0.779719536250962,0.779812875369041,86,83
"299",0.779116810901778,0.779185167027729,86,84
"2100",0.778222259195604,0.778750887359997,86,85
"2101",0.783444381602752,0.783636033011943,85,86
"2102",0.783390626128128,0.783589897386093,85,87
"2103",0.783390626128128,0.783589897386093,85,88
"2104",0.793923031903306,0.794036280123475,84,89
"2105",0.802679982268364,0.802992131095156,83,90
"2106",0.802162545530656,0.802239398490708,83,91
"2107",0.799885256877482,0.800070534397341,83,92
"2108",0.801474017254252,0.802659648422179,83,93
"334",0.791939467160818,0.792149014458442,84,93
"2109",0.791400463767427,0.791440975885571,84,94
"2110",0.808929812303548,0.809357849922367,82,95
"2111",0.795907049649943,0.796216957124451,83,96
"2112",0.805724299477438,0.805812415072489,82,97
"2113",0.815877423036411,0.816586571643353,81,98
"335",0.805519957910217,0.806022594235423,82,98
"2114",0.813421278192402,0.813766890113121,81,99
"2115",0.823543365424272,0.823933553500229,80,100
"336",0.813237538239859,0.813348297157712,81,100
"2116",0.824146079292745,0.824192464224715,80,101
"2117",0.826672547545758,0.827297147372213,80,102
"2118",0.826672547545758,0.827112748977533,80,103
"2119",0.826979005753678,0.827028026974224,80,104
"2120",0.826979005753678,0.827028026974224,80,105
"2121",0.82681510225413,0.827538233465969,80,106
"2122",0.827346528664235,0.827538233465969,80,107
"2123",0.827922406408292,0.828302218085996,80,108
"2124",0.828592972440871,0.828619163738651,80,109
"2125",0.818001257176042,0.818166259045088,81,110
"2126",0.818001257176042,0.818017755386305,81,111
"2127",0.818005115755288,0.818017755386305,81,112
"2128",0.818005115755288,0.818097284428651,81,113
"2129",0.820510364591981,0.820990124099391,81,114
"337",0.809706441270392,0.809815121266902,82,114
"2130",0.809695833448602,0.809957556808059,82,115
"2131",0.800283222859906,0.80083770294258,83,116
"2132",0.799066176506752,0.799268628077887,83,117
"2133",0.798149512683644,0.798609605971688,83,118
"2134",0.795453538934539,0.795753329997795,83,119
"2135",0.785733781517603,0.7859921557458,84,120
"338",0.775554651383788,0.775977081276589,85,120
"2136",0.775554651383788,0.775691399998461,85,121
"2137",0.776117277315993,0.776529861367837,85,122
"2138",0.785537499213522,0.785624405084324,84,123
"2139",0.794849798373282,0.79488086418334,83,124
"2140",0.798973173361443,0.799172164181396,83,125
"2141",0.800250211659087,0.800313007771339,83,126
"2142",0.797211540972854,0.797430890373955,83,127
"2143",0.797211540972854,0.79729373820863,83,128
"2144",0.797300553493784,0.797430890373955,83,129
"2145",0.787567934771543,0.787972965334719,84,130
"2146",0.789305366690275,0.789721000198929,84,131
"2147",0.789343520135698,0.789443385988686,84,132
"2148",0.79089665182526,0.791328691643521,84,133
"2149",0.78920538331553,0.789399800505891,84,134
"2150",0.788902916962511,0.789120444723465,84,135
"2151",0.779675665340743,0.779945629713234,85,136
"2152",0.779756894832101,0.780099016857361,85,137
"2153",0.790399277128804,0.790455209158689,84,138
"2154",0.791980869568155,0.793023854034566,84,139
"2155",0.793043311160125,0.793051313877609,84,140
"339",0.783806083523032,0.783817274870658,85,140
"414",0.774780392176672,0.774791684493985,86,140
"59",0.765959161054463,0.765970542497731,87,140
"2156",0.783806083523032,0.783942811825253,85,141
"2157",0.783806083523032,0.784293032173064,85,142
"2158",0.784220259292113,0.7842647378588,85,143
"2159",0.793521651468187,0.793747537096569,84,144
"2160",0.793521651468187,0.793564867669811,84,145
"340",0.784248828186242,0.784559812976071,85,145
"2161",0.787894585214641,0.787998081644722,85,146
"2162",0.787708881195354,0.78773079146032,85,147
"2163",0.787576990110592,0.78773079146032,85,148
"2164",0.78756368350015,0.788142474363344,85,149
"2165",0.787963284890595,0.787990508814874,85,150
"2166",0.787875347330631,0.788078473136254,85,151
"2167",0.787875347330631,0.787890755447724,85,152
"2168",0.787875347330631,0.787890755447724,85,153
"2169",0.788079234772249,0.788183247628991,85,154
"2170",0.788079234772249,0.78816640396896,85,155
"2171",0.779504565216035,0.779784635096607,86,156
"2172",0.798131193271248,0.798653651061524,84,157
"2173",0.799174194146522,0.799464515236119,84,158
"2174",0.799030442553542,0.79903872215017,84,159
"2175",0.790152117662453,0.790204987844673,85,160
"2176",0.798849486384188,0.799019540706557,84,161
"341",0.790152117662453,0.790228108090383,85,161
"2177",0.799489495181746,0.799531144290288,84,162
"2178",0.808697178483293,0.80870590644957,83,163
"2179",0.808684281975376,0.80870590644957,83,164
"2180",0.809926675025678,0.81026803252905,83,165
"2181",0.808616716670765,0.808818701181386,83,166
"2182",0.79901062632475,0.799453850080248,84,167
"2183",0.818669985226683,0.819266913578362,82,168
"2184",0.818669985226683,0.818698010245354,82,169
"342",0.808808012890761,0.809257483973908,83,169
"2185",0.818669985226683,0.818698010245354,82,170
"2186",0.809513221153492,0.809517325149696,83,171
"2187",0.809119057493446,0.809664264032027,83,172
"343",0.798842821288121,0.798900036773184,84,172
"2188",0.799250849805532,0.799456919403529,84,173
"2189",0.799414939772451,0.799456919403529,84,174
"2190",0.797401326664989,0.797894630497716,84,175
"2191",0.797340564015072,0.797439395833574,84,176
"2192",0.798709348553737,0.798801645288141,84,177
"2193",0.798944229929565,0.799222881303145,84,178
"2194",0.798963288074134,0.799006292940971,84,179
"2195",0.798963288074134,0.799006292940971,84,180
"2196",0.807646352817074,0.80789327117562,83,181
"2197",0.811144909380869,0.811296104321225,83,182
"2198",0.813984471744243,0.814088906675294,83,183
"2199",0.834301180708526,0.834343621207455,81,184
"2200",0.832306973066642,0.832591922961865,81,185
"2201",0.822554579625435,0.82279432360535,82,186
"2202",0.822618633073998,0.822650014237309,82,187
"2203",0.822500896007422,0.822650014237309,82,188
"2204",0.819905542176471,0.81995070112502,82,189
"2205",0.830057362857493,0.83035112748246,81,190
"2206",0.834453395817076,0.834578969968632,81,191
"2207",0.844898713105363,0.845280306181605,80,192
"2208",0.856064246448157,0.856255808282323,79,193
"2209",0.856064246448157,0.856083514028524,79,194
"2210",0.867737888027588,0.868036244778033,78,195
"2211",0.867737888027588,0.867750616953746,78,196
"2212",0.878718310853735,0.878881614109813,77,197
"2213",0.874319339214647,0.874685878368749,77,198
"2214",0.86328039090188,0.863521555766079,78,199
"2215",0.874405171639065,0.874612385414751,77,200
"2216",0.869619039699459,0.869990278567468,77,201
"2217",0.873994901578641,0.874812714483136,77,202
"2218",0.873625255449188,0.873945814530302,77,203
"2219",0.873769818241369,0.873939363803837,77,204
"2220",0.871006291717934,0.871546044680288,77,205
"2221",0.871316023441445,0.871546044680288,77,206
"2222",0.88262392058836,0.882865988398076,76,207
"2223",0.894467383162802,0.894536626945516,75,208
"2224",0.894467383162802,0.894524954966825,75,209
"2225",0.894467383162802,0.89449930789458,75,210
"2226",0.894517252159018,0.894540183179376,75,211
"2227",0.906336033769695,0.906658763542602,74,212
"2228",0.894210222805343,0.894646981610574,75,213
"2229",0.894289562502683,0.894408184682157,75,214
"2230",0.894289562502683,0.894335577419861,75,215
"2231",0.892729116649979,0.893324916541549,75,216
"2232",0.881000150528793,0.881408885812716,76,217
"2233",0.880446804871453,0.88084720842647,76,218
"2234",0.880916314830441,0.881714494122461,76,219
"2235",0.881468657528734,0.881612115802067,76,220
"2236",0.881468657528734,0.88151327451761,76,221
"2237",0.880493556619355,0.880636912720298,76,222
"2238",0.891673251393039,0.89248040555812,75,223
"2239",0.891673251393039,0.8916852651578,75,224
"2240",0.90361656079511,0.903868588736114,74,225
"2241",0.901355616681478,0.901539258226743,74,226
"2242",0.901355616681478,0.901357165997951,74,227
"2243",0.897646345791344,0.89796374316273,74,228
"2244",0.885671449837872,0.885936092177258,75,229
"2245",0.88650439321117,0.886772713088354,75,230
"2246",0.88650439321117,0.886686038799886,75,231
"2247",0.884422587037938,0.884831356617876,75,232
"2248",0.882626894494883,0.882915283424968,75,233
"2249",0.877630412494597,0.878004179801986,75,234
"2250",0.866312087797682,0.866364310123938,76,235
"2251",0.855488836866694,0.855618378662777,77,236
"2252",0.855954504893016,0.856430222187399,77,237
"2253",0.844810946702716,0.845222039069395,78,238
"2254",0.856084847905949,0.85692880667793,77,239
"2255",0.856805236849837,0.85692880667793,77,240
"2256",0.851836690282538,0.852227994988122,77,241
"2257",0.852084290339892,0.852161606978857,77,242
"2258",0.854166764691495,0.854736896189077,77,243
"2259",0.854575849543589,0.854750323010194,77,244
"2260",0.865707794514803,0.866024472722474,76,245
"2261",0.859926558368988,0.860782623477857,76,246
"2262",0.849443909580783,0.849965532423801,77,247
"2263",0.850130156156362,0.850131467690601,77,248
"2264",0.84988707739375,0.850040389440316,77,249
"2265",0.847438452849442,0.847845716244705,77,250
"2266",0.860393496563857,0.86066574892753,76,251
"2267",0.865013502905503,0.865211462605174,76,252
"2268",0.868390041603381,0.868693547693647,76,253
"2269",0.865670958284924,0.866797498413074,76,254
"2270",0.864493426105406,0.864805772149283,76,255
"2271",0.864493426105406,0.864638699946334,76,256
"2272",0.8530367714597,0.853230026292352,77,257
"2273",0.8530367714597,0.853233371722188,77,258
"2274",0.851479042163152,0.852513379603085,77,259
"2275",0.850977384917808,0.851797692261228,77,260
"2276",0.85386931710446,0.854078296432114,77,261
"2277",0.853963110439803,0.855161894069294,77,262
"2278",0.853008640598201,0.854733562192488,77,263
"2279",0.854439001369743,0.854499585131993,77,264
"2280",0.85536469757634,0.855806931559012,77,265
"2281",0.855498398740325,0.856332513320979,77,266
"2282",0.844741064060124,0.844853825731821,78,267
"2283",0.844993561918409,0.845013735588354,78,268
"2284",0.834147810184781,0.834431710227915,79,269
"2285",0.834147810184781,0.83439509955272,79,270
"2286",0.834390669575962,0.83445290978546,79,271
"2287",0.837519894295171,0.837684175390058,79,272
"2288",0.836200708721926,0.836458189633816,79,273
"2289",0.836455412526829,0.836458189633816,79,274
"2290",0.840314625403592,0.840851473478193,79,275
"2291",0.840704894365191,0.840841346810315,79,276
"2292",0.840770146813964,0.840841346810315,79,277
"2293",0.830050370782881,0.830211359799281,80,278
"2294",0.830404578025362,0.830890626934109,80,279
"2295",0.841227521485802,0.841429934499599,79,280
"2296",0.841163294323034,0.841250044316467,79,281
"344",0.829822162674561,0.829830858258952,80,281
"2297",0.841971099566408,0.842310811820042,79,282
"2298",0.842280507864797,0.84230650050044,79,283
"2299",0.841971119991418,0.841992405855983,79,284
"2300",0.840311232362621,0.840624840580987,79,285
"2301",0.841298498307184,0.842024340950505,79,286
"2302",0.842738507439513,0.843043893897292,79,287
"2303",0.853628512148342,0.85397615921965,78,288
"2304",0.853628512148342,0.85397615921965,78,289
"2305",0.853967957249321,0.85397615921965,78,290
"2306",0.853967957249321,0.85397615921965,78,291
"2307",0.853967957249321,0.854028937596126,78,292
"2308",0.853967957249321,0.854028937596126,78,293
"2309",0.855314223470269,0.85547547857604,78,294
"2310",0.864217245585269,0.864535640985222,77,295
"2311",0.852922637192876,0.853598618561037,78,296
"2312",0.875842075581431,0.875912970926874,76,297
"2313",0.87564654125139,0.87594630373818,76,298
"2314",0.875315200245359,0.875381312241249,76,299
"2315",0.875315200245359,0.875381312241249,76,300
"2316",0.877971012404083,0.878026771038671,76,301
"2317",0.876965597615059,0.877971428095524,76,302
"2318",0.881428504715064,0.882104877586809,76,303
"2319",0.878266927281658,0.878587014434786,76,304
"2320",0.878266927281658,0.878324129260532,76,305
"2321",0.8773234411695,0.877355643892447,76,306
"2322",0.8773234411695,0.877355643892447,76,307
"2323",0.875946564860579,0.876452504377646,76,308
"2324",0.881486615712938,0.882539938979294,76,309
"345",0.869313333954821,0.870340256456127,77,309
"2325",0.882180935971755,0.882185083674981,76,310
"2326",0.893575093324449,0.893975279930925,75,311
"2327",0.891604028940191,0.892261735897989,75,312
"2328",0.903181589682538,0.903721578684471,74,313
"2329",0.901159536276161,0.901494221578868,74,314
"2330",0.901328575610353,0.901696664488617,74,315
"2331",0.889489731962884,0.889885775036514,75,316
"2332",0.88794345221368,0.888288076226903,75,317
"2333",0.889854034220842,0.890365686614681,75,318
"2334",0.890163585589105,0.890176326599318,75,319
"2335",0.892540129305556,0.892958043148834,75,320
"2336",0.880963105658616,0.881195361621635,76,321
"2337",0.892866191752479,0.892992809229572,75,322
"2338",0.88942673658182,0.889595149638023,75,323
"2339",0.888560603431044,0.888833814415122,75,324
"2340",0.883703561464806,0.883931194187629,75,325
"2341",0.883919365925241,0.883931194187629,75,326
"2342",0.885333702090722,0.885585876201217,75,327
"2343",0.885333702090722,0.885336187366049,75,328
"2344",0.885333702090722,0.885336187366049,75,329
"2345",0.885333702090722,0.885346966167417,75,330
"2346",0.885421060263435,0.885836445066238,75,331
"2347",0.885421060263435,0.885458030723838,75,332
"2348",0.883006974563664,0.883067460723099,75,333
"2349",0.871645007859549,0.872039855763679,76,334
"2350",0.869613119862855,0.870027206990851,76,335
"2351",0.870007845040523,0.870083440917872,76,336
"2352",0.858731516645995,0.858990129721797,77,337
"2353",0.85959183420205,0.859645953446817,77,338
"2354",0.859533477640876,0.859645953446817,77,339
"2355",0.859533477640876,0.859667944037272,77,340
"2356",0.859471038303258,0.859667944037272,77,341
"2357",0.858438062531308,0.859017803288585,77,342
"2358",0.858549051725408,0.858797906233882,77,343
"2359",0.858705984021976,0.858797906233882,77,344
"2360",0.85610180670563,0.856288246189133,77,345
"2361",0.854277095626788,0.854380030508958,77,346
"2362",0.854135434343304,0.854340004738642,77,347
"2363",0.854267732087239,0.854340004738642,77,348
"2364",0.854215946250055,0.854340004738642,77,349
"2365",0.865216239839419,0.865577075929178,76,350
"2366",0.865268238789793,0.865285659813356,76,351
"2367",0.865558517308454,0.865577075929178,76,352
"2368",0.865558517308454,0.865577075929178,76,353
"2369",0.865319063257666,0.86550761837264,76,354
"2370",0.868391734311282,0.868650489717076,76,355
"2371",0.868391734311282,0.868392193355252,76,356
"2372",0.87989150069043,0.880580775433687,75,357
"2373",0.879709251588536,0.879715297296605,75,358
"2374",0.879709251588536,0.879715297296605,75,359
"2375",0.879548033505628,0.879715297296605,75,360
"2376",0.882017845216782,0.882754638115939,75,361
"2377",0.884125289511544,0.884304711635206,75,362
"2378",0.889298590380411,0.889616999027397,75,363
"2379",0.901038275900086,0.902173178093326,74,364
"2380",0.903258512503951,0.903529691889378,74,365
"2381",0.904942551696232,0.905157173404209,74,366
"2382",0.904942551696232,0.904968013245107,74,367
"2383",0.892609123045761,0.893204247863729,75,368
"2384",0.893096055370847,0.893168510194058,75,369
"2385",0.905022408099776,0.90514041803914,74,370
"2386",0.905076180267443,0.905141754297629,74,371
"2387",0.907117345441715,0.907348290195839,74,372
"2388",0.907164901148638,0.907202092396096,74,373
"2389",0.907563436348265,0.907585680178825,74,374
"2390",0.907563436348265,0.907585680178825,74,375
"2391",0.908368853059978,0.908982723821435,74,376
"2392",0.907730502589616,0.90793425055488,74,377
"2393",0.906982572153763,0.907290428919085,74,378
"2394",0.908218997154368,0.908481251600388,74,379
"2395",0.895320127990181,0.896168536518314,75,380
"2396",0.896084840888466,0.897303271771496,75,381
"2397",0.896785064103575,0.896911762499219,75,382
"2398",0.896910061007021,0.897520536665447,75,383
"2399",0.88522183651084,0.885451696782033,76,384
"2400",0.890696682969164,0.890818250398696,75,385
"2401",0.888612446044132,0.889082819704644,75,386
"2402",0.891771631275755,0.892083447525406,75,387
"2403",0.892024991892757,0.892050755460221,75,388
"2404",0.880199018156155,0.880451578730044,76,389
"2405",0.892043393449616,0.892282388328998,75,390
"2406",0.89020583171033,0.89039854385341,75,391
"2407",0.890884984739729,0.891440698132965,75,392
"2408",0.907102818514007,0.907801798170654,74,393
"2409",0.89510764723063,0.895352474085824,75,394
"2410",0.896638172860513,0.896872425134229,75,395
"2411",0.897082058660285,0.897347235633581,75,396
"2412",0.897187002409827,0.897347235633581,75,397
"2413",0.88509286625388,0.885407622593605,76,398
"2414",0.885029386417214,0.886061007833695,76,399
"2415",0.884196765307746,0.884435495875186,76,400
"2416",0.896209578607092,0.896246885064996,75,401
"2417",0.889336985095047,0.889801173256634,75,402
"2418",0.890006907970996,0.890025686939557,75,403
"2419",0.888039146230376,0.888558817054145,75,404
"2420",0.889186306072867,0.889354908911951,75,405
"2421",0.901196999856895,0.901409709070463,74,406
"2422",0.89971796153429,0.900334444937373,74,407
"2423",0.899777454164552,0.899787354329871,74,408
"2424",0.900646641091079,0.900782516299557,74,409
"2425",0.91295968165503,0.913151925761433,73,410
"2426",0.911452451873725,0.911560086787893,73,411
"2427",0.910058129878518,0.910380960113766,73,412
"2428",0.909377342892989,0.910633120851925,73,413
"2429",0.913962699275462,0.914180799773515,73,414
"2430",0.901170466436274,0.901854320928202,74,415
"2431",0.900409280111558,0.900877918673199,74,416
"2432",0.902496317683416,0.902783018231202,74,417
"2433",0.906094569799364,0.90634304638016,74,418
"2434",0.893768533647002,0.894454333932623,75,419
"2435",0.892795334832989,0.893100716856396,75,420
"2436",0.892795334832989,0.892841453308843,75,421
"2437",0.893123293502226,0.89322356781736,75,422
"2438",0.889395533362548,0.889610796113188,75,423
"2439",0.888198620296185,0.888474220941651,75,424
"2440",0.888444974274603,0.888474220941651,75,425
"2441",0.888444974274603,0.88844537519307,75,426
"2442",0.887029628719334,0.887333426120987,75,427
"2443",0.890587645662273,0.890961223294322,75,428
"2444",0.889309819622981,0.889599824303746,75,429
"2445",0.891860693934798,0.892780401129479,75,430
"2446",0.903933565351558,0.904013605130326,74,431
"2447",0.903933565351558,0.903951959586732,74,432
"2448",0.903836067577155,0.903951959586732,74,433
"2449",0.906303012009068,0.906618202137536,74,434
"2450",0.906479191686622,0.906696304494105,74,435
"2451",0.906479191686622,0.906535284244713,74,436
"2452",0.90678081798987,0.906866292329853,74,437
"2453",0.907150506680519,0.907367505026528,74,438
"2454",0.90513871766161,0.905998052787363,74,439
"2455",0.905934438448816,0.906035693475195,74,440
"2456",0.906269326351956,0.906286860424507,74,441
"2457",0.906269326351956,0.906286860424507,74,442
"2458",0.906269326351956,0.906286860424507,74,443
"2459",0.918305157510867,0.918711728389755,73,444
"2460",0.922389576209225,0.923287253933991,73,445
"2461",0.921166695180346,0.921731342086371,73,446
"2462",0.921648512094261,0.92176857778803,73,447
"2463",0.9084581812939,0.908973817639611,74,448
"2464",0.908949126535083,0.908973817639611,74,449
"2465",0.908918544914207,0.908973817639611,74,450
"2466",0.896453137360546,0.897780700594726,75,451
"2467",0.901596752389384,0.901817395419119,75,452
"2468",0.889183526427595,0.890023354298893,76,453
"2469",0.87821803993644,0.878256686956281,77,454
