"","lower_p","upper_p","n_value","iteration_number"
"2124",0.895014327051954,0.898400091532963,17,125
"2125",0.915252007039674,0.916531950156176,17,126
"2126",0.915252007039674,0.915347959162928,17,127
"2127",0.915252007039674,0.915347959162928,17,128
"2128",0.939868219639889,0.940628204325289,16,129
"2129",0.934216516340492,0.935755135994856,16,130
"2130",0.875800900967101,0.879499565324461,17,131
"2131",0.875800900967101,0.876004132878583,17,132
"2132",0.824537652158879,0.827693417556963,18,133
"2133",0.825046446251433,0.825328137132466,18,134
"2134",0.849050868599635,0.85477285260333,18,135
"2135",0.853865351563617,0.854023408622301,18,136
"2136",0.837996511504318,0.839575055691987,18,137
"2137",0.837996511504318,0.838536037330473,18,138
"2138",0.783816425989293,0.787899077556235,17,139
"2139",0.813409264745233,0.814890268894829,17,140
"2140",0.723864252211367,0.726655576422811,16,141
"2141",0.72561378762837,0.727807414110697,16,142
"2142",0.727397163185764,0.727642407725205,16,143
"2143",0.739511828158937,0.742381833382573,16,144
"2144",0.71068586700247,0.713033402560782,16,145
"2145",0.674810992967623,0.677023417687886,16,146
"2146",0.751937084958975,0.752333733112124,15,147
"2147",0.770109596154509,0.771983914226111,15,148
"2148",0.902334838684318,0.90258384225993,15,149
"2149",0.942010121381213,0.943011707641681,15,150
"2150",0.882501671848983,0.883920483980161,15,151
"2151",0.818220911453436,0.820199497220831,15,152
"2152",0.81851262183095,0.820199497220831,15,153
"2153",0.819455506938171,0.819755712141714,15,154
"2154",0.947945088335479,0.948435901382879,15,155
"2155",0.887494763407128,0.889053157036296,16,156
"2156",0.887494763407128,0.888239027763839,16,157
"2157",0.887494763407128,0.887602079509176,16,158
"2158",0.819689821289635,0.821662170053779,16,159
"2159",0.875391637892943,0.876369126963137,15,160
"2160",0.800735782999697,0.802908524968565,15,161
"2161",0.784378703223067,0.786076090117554,15,162
"2162",0.829482913136911,0.832265221589299,15,163
"2163",0.829585308619934,0.832265221589299,15,164
"2164",0.857664730543176,0.859776184003445,15,165
"2165",0.846803703486143,0.850503603725235,15,166
"2166",0.846803703486143,0.847590257076122,15,167
"2167",0.768457993029077,0.769782971484118,15,168
"2168",0.817383280832497,0.819183912490331,15,169
"2169",0.75881857877788,0.761943993491289,15,170
"2170",0.761374955004437,0.761943993491289,15,171
"2171",0.761198778958991,0.761943993491289,15,172
"2172",0.712550196016552,0.713346296509001,16,173
"2173",0.746227616257212,0.756163061422097,15,174
"2174",0.789229815325189,0.799284190019912,15,175
"2175",0.743111918791853,0.743161924262303,16,176
"2176",0.743111918791853,0.743161924262303,16,177
"2177",0.741701738949855,0.743161924262303,16,178
"2178",0.762823175493031,0.76536324701651,16,179
"2179",0.727705213688826,0.730572234876412,16,180
"2180",0.702792722540198,0.704651908918705,16,181
"2181",0.748580892478821,0.751155102180239,16,182
"2182",0.732328930036369,0.733590784290291,16,183
"2183",0.732328930036369,0.73277727365101,16,184
"2184",0.716143724647814,0.718047422561858,16,185
"2185",0.761748354228579,0.771740401171783,15,186
"2186",0.714329554937929,0.718163782672374,16,187
"2187",0.661935712308385,0.666975089988437,16,188
"2188",0.66620637647682,0.666975089988437,16,189
"2189",0.633019723280592,0.6348360669766,16,190
"2190",0.559302206706491,0.560061312666145,16,191
"2191",0.527404051938782,0.527995946677151,17,192
"2192",0.613703959735775,0.615673839652153,17,193
"2193",0.614930645111095,0.618300770877339,17,194
"2194",0.629042682003796,0.636267207082814,17,195
"34",0.589445480070585,0.592165455977789,18,195
"2195",0.620444340411139,0.62100429094463,17,196
"2196",0.720972737622437,0.725288911202433,15,197
"2197",0.667897711774055,0.669415734172391,15,198
"2198",0.667897711774055,0.66925469399359,15,199
"2199",0.666233436333777,0.673180578598773,15,200
"2200",0.626902108758037,0.628023697494918,16,201
"2201",0.629221715128658,0.629325979604526,16,202
"2202",0.627588907551134,0.629325979604526,16,203
"2203",0.752635150085501,0.761383635469499,15,204
"2204",0.754034120411941,0.757502590534956,15,205
"2205",0.765684704441521,0.767832286046055,15,206
"2206",0.767203832321207,0.767832286046055,15,207
"2207",0.71714198596712,0.719878227054496,15,208
"2208",0.641000822334348,0.644572747115527,15,209
"2209",0.66471266419933,0.66879652889497,15,210
"2210",0.518359771235341,0.527911620810107,15,211
"35",0.470067865401393,0.478374193320388,16,211
"2211",0.526996322649713,0.531071936171982,15,212
"2212",0.527663902427161,0.528516035054608,15,213
"2213",0.493466301989005,0.503642126045924,16,214
"2214",0.518498669973117,0.524816372176162,16,215
"2215",0.556079694556161,0.558155056983696,16,216
"2216",0.69308854742946,0.696906904124533,15,217
"2217",0.687014796987745,0.694489714631385,15,218
"2218",0.594059132858437,0.596572717120419,15,219
"2219",0.744687214013253,0.751131638258084,15,220
"2220",0.790691599342831,0.797368957568652,15,221
"2221",0.909095937811753,0.909558328576451,15,222
"2222",0.837408714313233,0.842035831784357,15,223
"2223",0.841275453697728,0.841892031267465,15,224
"2224",0.808256889713378,0.808449208594321,15,225
"2225",0.757434978820247,0.757652176809118,16,226
"2226",0.712895588668581,0.713199765010199,17,227
"2227",0.706162169805256,0.710067131866226,17,228
"2228",0.706362869047875,0.708159647243452,17,229
"2229",0.709494011071608,0.710066184924344,17,230
"2230",0.722862193309402,0.72476333173889,16,231
"2231",0.723556495447247,0.72476333173889,16,232
"2232",0.797986613110583,0.800355714920237,16,233
"2233",0.827641209682363,0.828773572328332,15,234
"2234",0.833934969570135,0.834520677540392,15,235
"2235",0.863732065872428,0.866811426434244,15,236
"2236",0.945784114772337,0.945862915796333,15,237
"2237",0.945784114772337,0.946268229358273,15,238
"2238",0.946535720074785,0.947250809696205,15,239
"2239",0.911225453855796,0.911729919913118,15,240
"2240",0.861094271158142,0.864933678362284,15,241
"2241",0.864792328253031,0.864933678362284,15,242
"2242",0.956872871413716,0.958342148690903,15,243
"2243",0.895429235187166,0.899258160653687,16,244
"2244",0.895429235187166,0.895574008674592,16,245
"2245",0.945069838009603,0.946100726899147,16,246
"2246",0.969058969694014,0.970487512950785,16,247
"2247",0.912890976003526,0.9137844925872,17,248
"2248",0.912890976003526,0.913044447756254,17,249
"2249",0.951275902279245,0.95252435412258,17,250
"2250",0.898835339442438,0.90109111694612,18,251
"2251",0.900741693972833,0.90109111694612,18,252
"2252",0.900736466565897,0.900835179995319,18,253
"2253",0.930440666502883,0.93146120276667,17,254
"2254",0.876291377196244,0.879447591918979,18,255
"2255",0.876386289272065,0.876404910257752,18,256
"2256",0.876386289272065,0.876404910257752,18,257
"2257",0.928100617848538,0.929355776786651,18,258
"2258",0.834033198745625,0.836109354372129,18,259
"2259",0.835185774971573,0.835237235062751,18,260
"2260",0.844993319034736,0.846667983426467,18,261
"2261",0.798308457162009,0.801889428079914,19,262
"2262",0.825529759239905,0.827559114140488,19,263
"2263",0.767771942709075,0.768715772168527,18,264
"2264",0.763803117601234,0.764378329817568,18,265
"2265",0.808048488095979,0.809401893225154,17,266
"2266",0.84942748707262,0.851578550097947,17,267
"2267",0.922993982629639,0.924108312344355,17,268
"2268",0.910128380038695,0.912306143163737,17,269
"2269",0.988569732423135,0.988602177075024,17,270
"2270",0.931085399642792,0.933848563897201,18,271
"2271",0.884306831092516,0.885601974858495,18,272
"2272",0.837858116569831,0.838938240640431,19,273
"2273",0.837858116569831,0.838264743544303,19,274
"2274",0.794511412529928,0.796485396628026,20,275
"2275",0.756598276221098,0.757504056718501,21,276
"2276",0.756598276221098,0.756760158276979,21,277
"2277",0.784253916426037,0.786307301306515,20,278
"2278",0.785755585954805,0.786307301306515,20,279
"2279",0.820314046140268,0.821535245738648,18,280
"2280",0.862492422348594,0.863129957386222,17,281
"2281",0.862685053853771,0.863613190305882,17,282
"2282",0.902820756451354,0.902879117660083,17,283
"2283",0.936568033498251,0.937741735912181,17,284
"2284",0.875570353075042,0.876377323659979,17,285
"2285",0.827424233568026,0.828981087817374,18,286
"2286",0.959444789241536,0.959802176395024,18,287
"2287",0.913158555599464,0.919452505755456,18,288
"2288",0.925051426669798,0.92606043450443,18,289
"2289",0.896277040548281,0.896947660888233,18,290
"2290",0.812870250543918,0.813343333522661,18,291
"2291",0.891890259240224,0.893310025852618,17,292
"2292",0.84210322712883,0.843926782845828,18,293
"2293",0.849089910910705,0.850508732284209,18,294
"2294",0.849887775950536,0.850215617310252,18,295
"2295",0.780539408761674,0.782716345749593,17,296
"2296",0.719666416219477,0.719928923672696,17,297
"2297",0.761712639335504,0.764641868369171,16,298
"2298",0.707733405522727,0.710516601674526,16,299
"2299",0.667705726567122,0.668656755068114,17,300
"2300",0.667705726567122,0.668266826923667,17,301
"2301",0.630892751387851,0.631695420478983,18,302
"2302",0.631312443944081,0.631695420478983,18,303
"2303",0.63143183316866,0.63164956509333,18,304
"2304",0.727110370486295,0.728237156124698,17,305
"2305",0.752087419631022,0.75530638726076,17,306
"2306",0.737288975206196,0.738159701753213,17,307
"2307",0.693208333468351,0.694634073359324,17,308
"2308",0.737633842646706,0.739971572515048,16,309
"2309",0.739263234030997,0.739462075292677,16,310
"2310",0.739263234030997,0.739462075292677,16,311
"2311",0.694004121384668,0.698261844384953,17,312
"2312",0.698209602153458,0.698261844384953,17,313
"2313",0.789303030305933,0.790977406949541,16,314
"2314",0.840798912333667,0.84235239860945,15,315
"2315",0.841682881127082,0.844284193332173,15,316
"2316",0.841682881127082,0.844284193332173,15,317
"2317",0.965633252764907,0.969354894071704,15,318
"2318",0.965493913452634,0.966419010382766,15,319
"2319",0.900474850757926,0.906354932946258,16,320
"2320",0.903864911464422,0.908656193087743,16,321
"2321",0.958553396347268,0.959195634400839,16,322
"2322",0.992942739263283,0.993581577445187,16,323
"2323",0.971883218090201,0.972950828820494,16,324
"2324",0.914307958542555,0.91548741650972,17,325
"2325",0.898903531034793,0.899559171853018,17,326
"2326",0.848766338758791,0.849714743333486,18,327
"2327",0.848682182491698,0.849758801180507,18,328
"2328",0.848682182491698,0.849045587945549,18,329
"2329",0.84834851675292,0.848503299371616,18,330
"2330",0.898066799154233,0.900385522643532,17,331
"2331",0.897235658903728,0.89822175407474,17,332
"2332",0.989913785933537,0.991295910806523,16,333
"2333",0.901069204082553,0.902050377222039,16,334
"2334",0.886845610101666,0.889855804061124,16,335
"2335",0.89903069576779,0.901804113697588,16,336
"2336",0.996248663796375,0.996587215740159,16,337
"2337",0.998785565619553,0.999033989674711,16,338
"2338",0.998785565619553,0.998787836301788,16,339
"2339",0.997932068123026,0.998137871548557,16,340
"2340",0.997932068123026,0.998137871548557,16,341
"2341",0.997932068123026,0.997939458675595,16,342
"2342",0.997932068123026,0.997984838729899,16,343
"2343",0.997515238409825,0.997984838729899,16,344
"2344",0.937676041168819,0.938865852122137,17,345
"2345",0.882977198436028,0.884423340460369,18,346
"2346",0.834420499578069,0.837911919739644,19,347
"2347",0.836862085573238,0.837576640394077,19,348
"2348",0.869846975204776,0.870520501392938,19,349
"2349",0.913674733857424,0.916519748863261,18,350
"2350",0.90256354381426,0.903068119421094,18,351
"2351",0.855033970195551,0.855571970649092,19,352
"2352",0.812240993720685,0.812851232341215,20,353
"2353",0.826409711390068,0.829357024191287,20,354
"36",0.79600282058736,0.801252061772063,21,354
"2354",0.797734837344541,0.798260704348734,21,355
"2355",0.797967543257823,0.797972765311439,21,356
"2356",0.79620923409022,0.796441625960282,21,357
"2357",0.795561793621609,0.79707888701642,21,358
"2358",0.770936812941097,0.772810287116764,21,359
"2359",0.770936812941097,0.772520899348044,21,360
"2360",0.770936812941097,0.771300637878849,21,361
"2361",0.769940988620514,0.771300637878849,21,362
"2362",0.761056453701551,0.761628425006973,21,363
"2363",0.737291435922354,0.738703556141337,21,364
"2364",0.861766880050422,0.862533490666063,20,365
"2365",0.895994601778024,0.89752395905759,20,366
"2366",0.895994601778024,0.896160727470094,20,367
"2367",0.895994601778024,0.896160727470094,20,368
"2368",0.895994601778024,0.896139856749817,20,369
"2369",0.902711350334121,0.902855079696088,19,370
"2370",0.874753116956392,0.876378938525909,19,371
"2371",0.80758490191348,0.809203606502223,19,372
"2372",0.80758490191348,0.807958878632374,19,373
"2373",0.89285199617447,0.8932858107591,19,374
"2374",0.89285199617447,0.8932858107591,19,375
"2375",0.880585805837341,0.880680566980653,18,376
"2376",0.841782180926413,0.842817390624238,18,377
"2377",0.840393202474804,0.841916185477582,18,378
"2378",0.815843763558167,0.818042258232181,18,379
"2379",0.789728934899175,0.790237681856178,18,380
"2380",0.692983493018174,0.694704513312866,18,381
"2381",0.706811068331115,0.707587566427944,17,382
"2382",0.696921872751084,0.698506717945613,17,383
"2383",0.805770439522598,0.806454445699505,16,384
"2384",0.809984181701744,0.810502380195665,16,385
"2385",0.810412348753892,0.810502380195665,16,386
"2386",0.808976439837048,0.810635853740729,16,387
"2387",0.82773404935225,0.831173241208441,16,388
"2388",0.80144922842915,0.803533173587221,16,389
"2389",0.810181975526799,0.810957356371008,16,390
"2390",0.796127990715588,0.800599271972424,16,391
"2391",0.760847814784591,0.761171795914659,16,392
"2392",0.728675199623111,0.730740143699022,16,393
"2393",0.796528255109507,0.798317488568519,16,394
"2394",0.897847384426938,0.898279258938108,16,395
"2395",0.922445703967403,0.924317026809627,16,396
"2396",0.947757250018873,0.949915819446999,16,397
"2397",0.947757250018873,0.947940486138647,16,398
"2398",0.887366558223886,0.890861790231463,17,399
"2399",0.887366558223886,0.887385170770457,17,400
"2400",0.893428724899088,0.894529565369135,17,401
"2401",0.893428724899088,0.893443076831648,17,402
"2402",0.893428724899088,0.893443076831648,17,403
"2403",0.897223916433349,0.898266014022702,17,404
"2404",0.847227453151756,0.847952619675461,18,405
"2405",0.838290301430958,0.841009029820633,18,406
"2406",0.867470299494056,0.870244597688789,17,407
"2407",0.855633666325151,0.856810049311939,17,408
"2408",0.738520946789182,0.740740438369853,17,409
"2409",0.762202321582362,0.764772113335189,17,410
"2410",0.764759785345737,0.765906164525446,17,411
"2411",0.817451037388116,0.818547647795275,17,412
"2412",0.887523292533949,0.887884584954908,16,413
"2413",0.895771579907772,0.898187944245264,15,414
"2414",0.895266898656522,0.896020422620868,15,415
"2415",0.89571773857953,0.895872126299613,15,416
"2416",0.89571773857953,0.896020422620868,15,417
"2417",0.89571773857953,0.896020422620868,15,418
"2418",0.946375778773347,0.948212384621,15,419
"2419",0.882403089107336,0.88460062250988,16,420
"2420",0.883617730945495,0.886832304974294,15,421
"2421",0.885326355351524,0.885779056530964,15,422
"2422",0.870156808186961,0.872957101481657,15,423
"2423",0.906298826820805,0.906782378940558,15,424
"2424",0.906773107950826,0.906782378940558,15,425
"2425",0.904267319203869,0.906782378940558,15,426
"2426",0.917407830056074,0.917655962007013,15,427
"2427",0.917407830056074,0.919089411411916,15,428
"2428",0.92492208542508,0.927932161507518,15,429
"2429",0.925881568513542,0.925886396517523,15,430
"2430",0.940948258239645,0.942154224351333,15,431
"2431",0.940948258239645,0.941961796293132,15,432
"2432",0.922574536021151,0.924431809682261,15,433
"2433",0.922574536021151,0.924431809682261,15,434
"2434",0.921600371134025,0.924431809682261,15,435
"2435",0.923200295936689,0.923507378602018,15,436
"2436",0.923200295936689,0.924445428799793,15,437
"2437",0.921715981266677,0.925035611969361,15,438
"2438",0.854619646910908,0.857065731822392,15,439
"2439",0.854619646910908,0.854857209878962,15,440
"2440",0.858930906343313,0.859859323436123,15,441
"2441",0.858649555878323,0.859200167972166,15,442
"2442",0.858649555878323,0.859859323436123,15,443
"2443",0.859324505110509,0.859859323436123,15,444
"2444",0.832875944386594,0.835985327980002,15,445
"2445",0.865007367092457,0.867390524614585,15,446
"2446",0.865007367092457,0.865651792321789,15,447
"2447",0.865007367092457,0.865651792321789,15,448
"2448",0.914578179709323,0.915636355885244,15,449
"2449",0.813732527589412,0.814686372748737,15,450
"2450",0.812625242846972,0.814686372748737,15,451
"2451",0.846127993461372,0.848690685423804,15,452
"2452",0.858253014612236,0.859770405612746,15,453
"2453",0.858253014612236,0.858376423637002,15,454
"2454",0.843489996117387,0.850858676690203,15,455
"2455",0.844775752721932,0.847794280999195,15,456
"2456",0.816808831484539,0.818440661606446,15,457
"2457",0.873891961658573,0.874990907143807,15,458
"2458",0.874111275876753,0.874990907143807,15,459
"2459",0.873383432838816,0.874990907143807,15,460
"2460",0.852203074119537,0.853817008251843,15,461
"2461",0.734288257159287,0.740674870060963,15,462
"2462",0.731850732785369,0.736330961903798,15,463
"2463",0.686872734045073,0.687775103399824,16,464
"2464",0.687705969277238,0.687775103399824,16,465
"2465",0.67120066662463,0.675880144696933,16,466
"2466",0.689706151538785,0.692558307382788,16,467
"2467",0.692450349907407,0.694377332322232,15,468
"2468",0.774116906573711,0.778565179999325,15,469
"2469",0.778220031728253,0.778565179999325,15,470
"2470",0.737122579617621,0.740634689849463,15,471
"2471",0.737778247954231,0.740634689849463,15,472
"2472",0.690733352420958,0.697342117667809,15,473
"2473",0.69129742878627,0.691778027290663,15,474
"2474",0.649997861137517,0.652221823313226,16,475
"2475",0.731435794482705,0.738025344805376,15,476
"2476",0.765424161209247,0.770890365458917,15,477
"2477",0.767704899737238,0.767805352398445,15,478
"2478",0.767582234576009,0.767805352398445,15,479
"2479",0.640376630854268,0.642104028575698,15,480
"2480",0.641896415574673,0.642104028575698,15,481
"2481",0.589786476118571,0.59183358022515,15,482
"2482",0.581115071259543,0.584293981478307,15,483
"2483",0.562576130625413,0.568543366042324,15,484
"2484",0.526337559048325,0.53237344390952,16,485
"2485",0.555342848430229,0.556491546269018,16,486
"2486",0.554384782037813,0.556491546269018,16,487
"2487",0.542085283832942,0.543687458164853,16,488
"2488",0.479248200783589,0.484504499565306,15,489
"2489",0.45557487731154,0.45980257462724,16,490
"37",0.416160859908889,0.416587858418821,17,490
"2490",0.399503106013381,0.402835175831285,16,491
"2491",0.401763684477772,0.404170612373641,16,492
"2492",0.489042580105413,0.490972804853454,16,493
"2493",0.496354196560416,0.501587480894452,16,494
"2494",0.471299886613359,0.47414761273196,17,495
"2495",0.473847342754719,0.47414761273196,17,496
"2496",0.475555194867292,0.478214737309586,16,497
"2497",0.477588829722179,0.478214737309586,16,498
"2498",0.666914947952062,0.671013038708269,15,499
"2499",0.622634836906729,0.623701273269719,15,500
"2500",0.660464868402465,0.663508386493954,15,501
"2501",0.654949824872508,0.67017400279174,15,502
"2502",0.611890794987021,0.621046176590464,16,503
"2503",0.627360967388207,0.631063375445245,16,504
"2504",0.612326013698179,0.613233431687958,16,505
"2505",0.615552345859575,0.615801055498145,16,506
"2506",0.617691496433686,0.620772688063401,16,507
"2507",0.66284904209639,0.665013987910786,16,508
"2508",0.730684070932585,0.732779536521419,15,509
"2509",0.686245287824797,0.688497406608791,16,510
"2510",0.740997656142808,0.742196973090449,16,511
"2511",0.742031024805224,0.742610866646263,16,512
"2512",0.741068719531733,0.744020172295782,16,513
"2513",0.755529986985467,0.76150328376253,15,514
"2514",0.71342531286413,0.720906096385691,16,515
"2515",0.676850626560564,0.678054307572245,17,516
"2516",0.729487185876614,0.731927238979748,17,517
"2517",0.746876873543155,0.748679850085238,17,518
"2518",0.762202917337875,0.763030273008486,17,519
"2519",0.866811924749988,0.868421462205279,15,520
"2520",0.917940853806444,0.922577221080265,15,521
"2521",0.917940853806444,0.918927956796447,15,522
"2522",0.891331870512564,0.89207904849308,15,523
"2523",0.891530734671476,0.89207904849308,15,524
"2524",0.891641006409343,0.89207904849308,15,525
"2525",0.889519736652628,0.89207904849308,15,526
"2526",0.889391360846517,0.890292862679048,15,527
"2527",0.908333249695831,0.908414653134006,15,528
"2528",0.838398670378791,0.84178972283138,15,529
"2529",0.891534202016626,0.894744464381338,15,530
"2530",0.971584118233866,0.973147149602188,15,531
"2531",0.978947767399189,0.979498895313234,15,532
"2532",0.978947767399189,0.979034564395707,15,533
"2533",0.917397204189049,0.918658169665763,16,534
"2534",0.942786083714199,0.9436204399149,16,535
"2535",0.88389189534212,0.886925526014992,17,536
"2536",0.834027358624821,0.835734823473359,18,537
"2537",0.831896376729945,0.832400229208339,18,538
"2538",0.780041147679973,0.780650308674588,18,539
"2539",0.861454724103899,0.863702880498566,18,540
"2540",0.914647784262061,0.916713707586173,17,541
"2541",0.926790846438464,0.927059727485912,17,542
"2542",0.948505198835547,0.952037144249132,17,543
"2543",0.897361278788878,0.89937388505728,18,544
"2544",0.886849873607514,0.888003356049421,18,545
"2545",0.886849873607514,0.887111266533792,18,546
"2546",0.840172935032659,0.840754504163883,19,547
"2547",0.856654498260309,0.857670408930576,19,548
"2548",0.814701802758627,0.815523113547198,20,549
"2549",0.81453227401076,0.815043651633691,20,550
"2550",0.905318156275095,0.907040455323007,20,551
"2551",0.861688543565376,0.863575048257709,21,552
"38",0.838482114594699,0.839020304206479,22,552
"2552",0.93977999833369,0.941168157995743,19,553
"2553",0.940333687489819,0.941115106522787,19,554
"2554",0.890782537266239,0.892753689915408,20,555
"2555",0.922974282930221,0.92356221627548,20,556
"2556",0.922974282930221,0.923362735294339,20,557
"2557",0.903783098200232,0.905310908908818,20,558
"2558",0.902647350354108,0.904697106116789,20,559
"2559",0.902647350354108,0.903086350041753,20,560
"2560",0.902481135186356,0.902749948399394,20,561
"2561",0.923563917282257,0.924003245970793,20,562
"2562",0.923563917282257,0.923982171237821,20,563
"2563",0.899780644093154,0.903179356033228,18,564
"2564",0.900528914598255,0.900537069027041,18,565
"2565",0.900528914598255,0.900537069027041,18,566
"2566",0.852379700990562,0.853976219814289,19,567
