"","lower_p","upper_p","n_value","iteration_number"
"2",0.822429227319316,0.848064094755105,16,0
"3",0.764093624565646,0.812105224050185,17,0
"4",0.731269935357768,0.775235474297831,18,0
"5",0.700805133047073,0.726869926915537,19,0
"6",0.672532814728947,0.684863199691706,20,0
"7",0.646275494107905,0.647838009388221,21,0
"21",0.822429227319316,0.848064094755105,16,2
"31",0.764093624565646,0.812105224050185,17,2
"41",0.731269935357768,0.775235474297831,18,2
"51",0.700805133047073,0.726869926915537,19,2
"61",0.672532814728947,0.684863199691706,20,2
"71",0.646275494107905,0.647838009388221,21,2
"22",0.695258128574422,0.698574980497083,16,3
"23",0.552954204621671,0.558209341596071,16,4
"24",0.577851987583278,0.578432590129674,16,5
"25",0.510326033290085,0.511433908443404,16,6
"26",0.510326033290085,0.511793584446289,16,7
"27",0.511625171153906,0.511793584446289,16,8
"28",0.539908933445329,0.544446730225592,16,9
"29",0.573746246270265,0.577678564535925,16,10
"210",0.577511344589785,0.578111592400783,16,11
"211",0.542946806172941,0.548124566430098,17,12
"32",0.502504791756775,0.504418474964274,18,12
"212",0.621148892306812,0.626615733613663,16,13
"213",0.671817919894013,0.675284835289686,15,14
"214",0.628158664811707,0.631531517088386,16,15
"215",0.591514817197011,0.593754486912278,17,16
"216",0.645708763722758,0.64621986754455,16,17
"217",0.607472970828139,0.611671720225546,17,18
"33",0.571864167187221,0.572388901752121,18,18
"218",0.611489628901081,0.611671720225546,17,19
"219",0.577440822385869,0.578058709564249,18,20
"220",0.577412181775769,0.577489688291923,18,21
"221",0.556245299823494,0.557790263330496,16,22
"222",0.556245299823494,0.557490389259879,16,23
"223",0.522421990413366,0.526499736934719,17,24
"224",0.684685716627387,0.68733230413218,16,25
"225",0.686166946670836,0.686493615488284,16,26
"226",0.700030077701271,0.70441539239954,16,27
"227",0.798442695433414,0.800759308337726,16,28
"228",0.800877823475801,0.801234712189088,16,29
"229",0.800699271983876,0.801234712189088,16,30
"230",0.853302963632568,0.855986705286482,15,31
"231",0.940053997196982,0.941608187628208,15,32
"232",0.941213069358721,0.941608187628208,15,33
"233",0.939683169543919,0.94170163579435,15,34
"234",0.853767463374518,0.855659066628977,15,35
"235",0.703456663316687,0.707060033326306,15,36
"236",0.763942621172992,0.766919535204775,15,37
